phenotype,Genes,n,rho,p,q_global,q_within
FFM,CTSG,24,0.331811271162054,0.113190165686715,1,0.998761796865375
ChestPress,DAAM1,23,0.339326373470659,0.113190379366779,1,0.903550016639837
M_mg.kg.min,ARF1;ARF3,26,-0.318290598290598,0.113233791092048,1,0.988378186379285
M_mg.kg.min,PACS1,26,0.318290598290598,0.113233791092048,1,0.988378186379285
mri_SAT,CPN1,26,0.318290598290598,0.113233791092048,1,0.748538934627657
mri_SAT,PDLIM7,26,-0.318290598290598,0.113233791092048,1,0.748538934627657
mri_IP,C4B,26,-0.318003082096837,0.113382512976848,1,0.999906809281029
mri_TAT,C1QB,26,0.318003082096837,0.113382512976848,1,0.882204278291872
mri_TAT,GP6,26,-0.318003082096837,0.113382512976848,1,0.882204278291872
LegPress,DGKG,16,-0.411303491084059,0.113478123672124,1,0.996392398835066
Weight,NDUFA13,20,-0.365073623749825,0.113483091624729,1,0.999276979001456
mri_VL,TUBGCP2,18,-0.386996904024768,0.113512863844971,1,0.935148547830613
mrs_Hep,PSAP,18,-0.386996904024768,0.113512863844971,1,1
VO2max.kg,IGKV1-17,26,0.317878644963051,0.113531576230428,1,0.86939810923426
M_mg.kg.min,SELENOF,20,0.365413533834587,0.113734672433511,1,0.988378186379285
mri_TAT,FAM120A,20,-0.365413533834587,0.113734672433511,1,0.882204278291872
mri_VL,TOLLIP,22,0.347261434217956,0.113736035811343,1,0.935148547830613
FFM,BNIP2,20,-0.364798822338096,0.11377550964778,1,0.998761796865375
mri_TAT,PSMA2,26,0.317661143298883,0.113792468239323,1,0.882204278291872
mrs_Musc,APOC1,19,0.374853314382302,0.113805858245184,1,0.995917543552641
PullDown,WASF2,15,0.425401063217705,0.113917521602174,1,0.998157011554019
mri_VL,STAT5B,23,-0.338932806324111,0.113979225854813,1,0.935148547830613
mri_VL,LDLR,24,0.331304347826087,0.114056551383683,1,0.935148547830613
Weight,CDHR2,24,0.331013515437479,0.114112306725267,1,0.999276979001456
LegPress,HINT2,21,0.355166830081179,0.114122180316909,1,0.996392398835066
mri_IP,C1QB,26,0.317319204500929,0.114203514552564,1,0.999906809281029
Weight,UFC1,18,0.3853307841266,0.114301710203917,1,0.999276979001456
mrs_Musc,PLCB2,16,0.410434446904327,0.114318529230462,1,0.995917543552641
BMI,TSG101,22,0.346276081445728,0.114412492409334,1,1
mrs_Musc,ACTR1B,18,-0.385202846854337,0.11443225402205,1,0.995917543552641
VO2max.kg,SULT1A3;SULT1A4,24,0.330722492530514,0.114450070415693,1,0.86939810923426
mri_IP,LMAN2,22,0.346229892371849,0.11446406221162,1,0.999906809281029
mri_IP,SFXN1,18,0.385131698200561,0.114504898010224,1,0.999906809281029
M_mg.kg.min,SCAMP1,25,0.323846153846154,0.114506208412067,1,0.988378186379285
mri_VL,CAPZB,25,-0.323846153846154,0.114506208412067,1,0.935148547830613
mri_TAT,EIF3D,25,0.323846153846154,0.114506208412067,1,0.882204278291872
BMI,UBE2H,23,-0.338127965874624,0.114550814687632,1,1
mri_IP,CCT6A,26,0.316977265702976,0.114615653376973,1,0.999906809281029
FFM,SERPINE1,25,0.323523760552806,0.114664359223004,1,0.998761796865375
mrs_Musc,APOL1,19,0.373967136334117,0.114731297495311,1,0.995917543552641
VO2max.kg,SLC44A1,26,-0.316852126195678,0.114766757385164,1,0.86939810923426
mri_SAT,PLA2G4A,24,0.330434782608696,0.115052872592972,1,0.748538934627657
M_mg.kg.min,EEF1A1;EEF1A1P5,23,-0.337944664031621,0.115088472333129,1,0.988378186379285
LegPress,DAAM1,24,-0.330134152053984,0.115135136389434,1,0.996392398835066
M_mg.kg.min,TEX264,21,0.354545454545455,0.115286423978466,1,0.988378186379285
BMI,SCAMP2,26,0.316313452989286,0.11541887143228,1,1
ChestPress,GRIPAP1,24,0.329877843848708,0.115434518342635,1,0.903550016639837
mrs_Musc,HADHB,18,-0.38415893670026,0.11550138959413,1,0.995917543552641
ChestPress,ANPEP,16,0.409126649565407,0.115591406331161,1,0.903550016639837
mrs_Hep,SEC62,17,-0.397058823529412,0.115603728893105,1,1
M_mg.kg.min,SERPING1,26,-0.316239316239316,0.115674382739529,1,0.988378186379285
mri_SAT,FYB1,26,-0.316239316239316,0.115674382739529,1,0.748538934627657
M_mg.kg.min,PRXL2B,19,0.373684210526316,0.115737657611906,1,0.988378186379285
mri_TAT,SUSD1,19,0.373684210526316,0.115737657611906,1,0.882204278291872
mrs_Hep,ZYX,19,0.373684210526316,0.115737657611906,1,1
mrs_Hep,COMP,19,-0.373684210526316,0.115737657611906,1,1
mrs_Hep,ADAMTS8,14,-0.441758241758242,0.115791427809696,1,1
FFM,THBS4,26,0.316005490436562,0.115792911299679,1,0.998761796865375
LegPress,STRN,24,0.32948077425736,0.115899440235002,1,0.996392398835066
VO2max.kg,HSP90AB1,26,0.315825607428306,0.11601180253038,1,0.86939810923426
mri_IP,EPS15,25,-0.32236969244144,0.116038564394596,1,0.999906809281029
Weight,MLEC,26,-0.315717503503376,0.11614349542857,1,0.999276979001456
VO2max.kg,BCR,20,-0.362542334777242,0.116197175417804,1,0.86939810923426
FFM,EEF2,24,0.329202008217136,0.116226658959529,1,0.998761796865375
PullDown,ATP5ME,18,-0.383419211863167,0.116263265107262,1,0.998157011554019
mri_TAT,SERPINA4,26,0.315609510511162,0.116275162896076,1,0.882204278291872
mri_VL,SCYL2,25,-0.322307692307692,0.116313721788489,1,0.935148547830613
mri_VL,F10,25,0.322307692307692,0.116313721788489,1,0.935148547830613
VO2max.kg,DNM1L,26,-0.315483434505848,0.116429016368133,1,0.86939810923426
PullDown,CLEC3B,22,0.344440652262311,0.116474746483401,1,0.998157011554019
PullDown,MAN2A2,24,-0.328974479732346,0.116494234195294,1,0.998157011554019
mri_SAT,PCDH18,26,0.315555555555556,0.116496589490616,1,0.748538934627657
VO2max.kg,SEC22B,23,-0.336384130601185,0.116551651199926,1,0.86939810923426
Weight,TGFBI,26,0.315375447703264,0.116560914093295,1,0.999276979001456
ChestPress,DDB1,23,-0.336273962315001,0.116678903946197,1,0.903550016639837
mri_TAT,DOCK5,21,-0.353246753246753,0.116695643601269,1,0.882204278291872
mrs_Musc,PRPSAP2,13,-0.456670428964629,0.116716436313001,1,0.995917543552641
FFM,FBLN1,26,0.314979498584496,0.117045475636906,1,0.998761796865375
mri_TAT,GLIPR2,24,0.328695652173913,0.117064930281453,1,0.882204278291872
BMI,TUBGCP2,19,-0.371705319210168,0.117117671327662,1,1
mri_VL,NDE1,16,-0.408823529411765,0.117166365148489,1,0.935148547830613
mri_SAT,FGFR1OP2,16,-0.408823529411765,0.117166365148489,1,0.748538934627657
mrs_Hep,MIA3,16,-0.408823529411765,0.117166365148489,1,1
mrs_Hep,EML4,16,-0.408823529411765,0.117166365148489,1,1
VO2max.kg,RWDD1,16,0.408823529411765,0.117166365148489,1,0.86939810923426
mri_SAT,PDIA3,26,0.314871794871795,0.117323154552309,1,0.748538934627657
mri_SAT,THBS3,26,0.314871794871795,0.117323154552309,1,0.748538934627657
Weight,PHB2,26,-0.31469133610304,0.117399057403516,1,0.999276979001456
mri_TAT,ERGIC1,19,-0.371929824561404,0.117560885592759,1,0.882204278291872
mri_VL,FGD4,18,0.382868937048504,0.117667294260672,1,0.935148547830613
ChestPress,GSTP1,18,0.381926552657964,0.11781145263449,1,0.903550016639837
Weight,C4BPA,26,-0.314349280302928,0.117819784931828,1,0.999276979001456
FFM,FAM120A,20,-0.361038009736673,0.117832031486555,1,0.998761796865375
ChestPress,STAT5B,23,-0.335256491929782,0.11785893997352,1,0.903550016639837
mri_IP,DRG2,17,-0.393623617823067,0.118000763668718,1,0.999906809281029
mrs_Hep,HSPA1A;HSPA1B,17,0.394607843137255,0.118023972967492,1,1
PullDown,SDF4,23,-0.335077273725062,0.118067687571901,1,0.998157011554019
mri_VL,F11R,24,0.327826086956522,0.118080710161915,1,0.935148547830613
VO2max.kg,PRDX1,26,-0.314114742816018,0.118108904263901,1,0.86939810923426
mri_TAT,SLC9A9,21,0.351948051948052,0.118117509510432,1,0.882204278291872
mri_SAT,CNPY2,25,-0.320769230769231,0.118142420588163,1,0.748538934627657
Weight,SND1,21,0.351527039770193,0.118143521103064,1,0.999276979001456
M_mg.kg.min,RAC1,26,-0.314188034188034,0.118154089989548,1,0.988378186379285
M_mg.kg.min,ZYX,26,0.314188034188034,0.118154089989548,1,0.988378186379285
mri_SAT,VASN,26,0.314188034188034,0.118154089989548,1,0.748538934627657
Weight,C4BPB,26,-0.314007224502816,0.118241618292614,1,0.999276979001456
VO2max.kg,LTBP2,25,0.320507911373549,0.118280866041322,1,0.86939810923426
FFM,VWA5A,22,0.342841019037051,0.118293914698012,1,0.998761796865375
Weight,NSDHL,23,-0.334734331863244,0.118467883757996,1,0.999276979001456
VO2max.kg,STAT3,26,-0.31377256989356,0.11853164157844,1,0.86939810923426
Weight,BABAM2,26,-0.313665168702704,0.118664558919949,1,0.999276979001456
mrs_Musc,ARHGEF2,16,0.405973202916237,0.118701237622129,1,0.995917543552641
mri_TAT,MOGS,22,-0.34274421230943,0.118754925634017,1,0.882204278291872
mrs_Musc,OIT3,15,-0.420334000848025,0.118756461131531,1,0.995917543552641
mri_IP,RRAS,18,-0.381001599560341,0.118778104831848,1,0.999906809281029
PullDown,CD44,25,-0.320046102602803,0.118841934525851,1,0.998157011554019
ChestPress,ORM2,25,0.320039057695121,0.118850508685826,1,0.903550016639837
ChestPress,F12,21,0.350839241089381,0.118914736228579,1,0.903550016639837
mri_IP,HNRNPF,21,-0.350763253316201,0.119000161509049,1,0.999906809281029
mri_VL,ROCK1,24,-0.32695652173913,0.119103019512185,1,0.935148547830613
mrs_Hep,IRAG1,19,0.370175438596491,0.119404992325081,1,1
mri_SAT,C1orf198,19,-0.370175438596491,0.119404992325081,1,0.748538934627657
mrs_Hep,PSMB8,19,-0.370175438596491,0.119404992325081,1,1
M_mg.kg.min,VBP1,21,-0.350649350649351,0.119552078548649,1,0.988378186379285
mri_SAT,DOCK5,21,-0.350649350649351,0.119552078548649,1,0.748538934627657
M_mg.kg.min,LDHA,23,0.33399209486166,0.119605690660484,1,0.988378186379285
VO2max.kg,SKIC3,19,-0.369231660988062,0.119767832045291,1,0.86939810923426
mri_VL,PDCD10,14,0.437362637362637,0.119783869785726,1,0.935148547830613
mri_VL,EIF4E,14,-0.437362637362637,0.119783869785726,1,0.935148547830613
mrs_Hep,KRT10,14,-0.437362637362637,0.119783869785726,1,1
mri_VL,NT5C2,18,-0.380804953560372,0.119785433577192,1,0.935148547830613
M_mg.kg.min,ACTA1,26,0.312820512820513,0.119829120043124,1,0.988378186379285
mri_IP,TOR1A,18,-0.379969074900286,0.119863787920566,1,0.999906809281029
mrs_Musc,AP2M1,16,-0.404790589918722,0.119882355568655,1,0.995917543552641
ChestPress,PSMD6,16,0.404669507055721,0.120003744491633,1,0.903550016639837
mri_TAT,STAT3,26,-0.312532061329579,0.120073535929381,1,0.882204278291872
mri_TAT,CCT3,26,-0.312532061329579,0.120073535929381,1,0.882204278291872
mri_TAT,AIFM1,20,-0.359398496240602,0.120149767183909,1,0.882204278291872
FFM,CD84,20,-0.358781522175818,0.12031512266004,1,0.998761796865375
Weight,TREML1,26,-0.312296945502256,0.12036742267219,1,0.999276979001456
VO2max.kg,KIF2A,25,-0.318768193841652,0.120404653150789,1,0.86939810923426
